id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
22044,Women,apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Vishudh Women Printed Green Kurta
16271,Women,apparel,Topwear,Tops,White,Fall,2011.0,Casual,Tokyo Talkies Women Printed White Top
3286,Men,apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Guerrilla Men's Madagascar Black T-shirt
31453,Women,apparel,Topwear,Tshirts,Black,Summer,2012.0,Sports,Nike Women Tennis Black T-shirt
11054,Men,apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Scullers Men Check Blue Shirts
33304,Boys,apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Gini and Jony Boys Pack of 2 T-shirts
10186,Men,apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Indigo Nation Men Black & Blue Stripe Shirt
14526,Men,apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Aqua Blue & White Grey Striped Shirt
5171,Women,apparel,Topwear,Tops,Red,Summer,2011.0,Casual,Wrangler Women's Short Placket Red Tops
11266,Men,apparel,Bottomwear,Trousers,Beige,Fall,2011.0,Casual,Indigo Nation Men Pv Plan(Mix & Max) Greyish Brown Trousers
44858,Men,apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Puma Men Red T-shirt
52101,Women,apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Myntra Women White Printed Kurta
37596,Boys,apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Madagascar3 Boys Navy Blue Printed T-Shirt
14714,Men,apparel,Bottomwear,Trousers,Navy Blue,Fall,2011.0,Formal,Genesis Men Solid Navy Blue Trousers
50656,Men,apparel,Loungewear and Nightwear,Lounge Shorts,Navy Blue,Winter,2016.0,Sports,Chromozome Men Navy Blue Lounge Shorts
17191,Men,apparel,Topwear,Shirts,Blue,Winter,2016.0,Casual,U.S. Polo Assn. Men Checks  Blue Shirt
46733,Girls,apparel,Bottomwear,Capris,Navy Blue,Summer,2012.0,Casual,Gini and Jony Girls Navy Blue Capris
19837,Men,apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,U.S. Polo Assn. Men Check Green Shirt
7414,Women,apparel,Topwear,Kurtas,Black,Summer,2011.0,Ethnic,W Women V Neck Sleeve Black Kurta
3888,Men,apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Wrangler Men's Racing Big Print Grey T-shirt
16043,Men,apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Highlander Men Check Blue Shirt
51784,Women,apparel,Innerwear,Bra,Beige,Summer,2016.0,Casual,Bwitch Women Caramel Bra
2166,Men,apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Probase Men Check Orange Shirt
42393,Women,apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Flying Machine Women White T-shirt
31661,Men,apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Indigo Nation Men Printed Blue Shirt
57017,Men,apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,Jockey ELANCE Men Black Briefs 1009
33552,Men,apparel,Topwear,Shirts,Brown,Summer,2012.0,Casual,Wrangler Men Brown Striped Shirt
32480,Men,apparel,Topwear,Tshirts,Brown,Summer,2012.0,Casual,Proline Men Multicoloured Striped Polo T-shirt
41172,Women,apparel,Topwear,Shirts,Orange,Summer,2012.0,Casual,Allen Solly Woman Orange Shirt
11602,Women,apparel,Topwear,Kurtas,Grey,Summer,2011.0,Ethnic,W Women Solid Grey Kurtas
20145,Men,apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Wrangler Men Urban Green Shirt
38986,Boys,apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Gini and Jony Boys Comics Blue T-shirt
39854,Boys,apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Gini and Jony Boys Printed White T-Shirt
7070,Men,apparel,Bottomwear,Track Pants,Cream,Summer,2011.0,Casual,Timberland Men's Cycling Pod Chino Khaki Pant
22612,Men,apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Nike Men Black Jersey
8804,Men,apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Scul White Gingham Red Shirt
16427,Men,apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Levi's Men Printed Purple Tshirts
47285,Women,apparel,Topwear,Tshirts,Peach,Summer,2012.0,Casual,Myntra Women Pack of 3 T-shirts
12087,Women,apparel,Topwear,Kurtas,White,Fall,2011.0,Ethnic,W Women Printed White Kurtas
43625,Women,apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Vero Moda Women Black Printed Shift Dress
13155,Men,apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Puma Men Vintage No.1 Logo Blue Tshirts
54692,Women,apparel,Topwear,Kurtas,Multi,Fall,2012.0,Ethnic,Shree Women Multicoloured Printed Kurta
27360,Men,apparel,Topwear,Tshirts,Maroon,Fall,2011.0,Casual,Tantra Men After The Fight Maroon T-shirt
16615,Men,apparel,Bottomwear,Trousers,Charcoal,Fall,2011.0,Formal,Genesis Men Solid Charcoal Trouser
50000,Women,apparel,Innerwear,Bra,Black,Winter,2015.0,Sports,Hanes Women Black Cotton Stretch Racer Back Sports Bra
31037,Men,apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Arrow Sport Men Printed Navy Blue T-shirt
27152,Men,apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Mark Taylor Men Striped Blue Shirt
2730,Girls,apparel,Topwear,Tops,Red,Summer,2011.0,Casual,Disney Kids Girl's Red Round Neck Kidswear
28926,Men,apparel,Topwear,Tshirts,Teal,Summer,2012.0,Casual,Mr. Men Printed Teal T-shirt
33760,Women,apparel,Topwear,Tops,White,Summer,2012.0,Casual,Vero Moda Women Viva White Top
11430,Women,apparel,Topwear,Tshirts,Brown,Fall,2011.0,Casual,United Colors of Benetton Women Brown T-shirt
20377,Women,apparel,Topwear,Jackets,Pink,Fall,2011.0,Casual,Urban Yoga Women Solid Pink Jacket
1989,Women,apparel,Topwear,Tshirts,Black,Fall,2010.0,Sports,ADIDAS Womens Black Tank Fitted T-shirt
44632,Men,apparel,Bottomwear,Track Pants,Grey,Summer,2012.0,Sports,Nike Men Grey AS Sideline Track Pants
5515,Men,apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Probase Men's Crack Print Crew Challenger Blue T-shirt
36212,Girls,apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Gini Jony Girls Black Top
15090,Men,apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Mother Earth Men Check White Shirts
5975,Men,apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,Locomotive Men Black Maroon Purple Stripe Shirt
5149,Women,apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Wrangler Women's Sequin White T-shirt
28546,Men,apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Nike Men Basic Navy Blue T-shirt
19201,Men,apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,United Colors of Benetton Men Check Black Shirt
42199,Women,apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Sepia Women Blue Checked Top
28774,Women,apparel,Topwear,Kurtis,Red,Summer,2012.0,Ethnic,Aurelia Women Printed Red Kurti
13509,Men,apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Chimp Men Are you Soor Blue Tshirts
17995,Women,apparel,Bottomwear,Track Pants,Grey,Summer,2010.0,Sports,Puma Women Essential Skinny Grey Track Pant
52905,Women,apparel,Saree,Sarees,Yellow,Fall,2012.0,Ethnic,FNF Yellow and Red Printed Bandhani Sari
44860,Men,apparel,Topwear,Tshirts,Red,Winter,2012.0,Casual,Puma Men Red T-shirt
52139,Women,apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,Femella Women Orange Polo T-Shirt
24985,Girls,apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,United Colors of Benetton Kids Girls Pink Printed Top
13951,Men,apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,United Colors of Benetton Men Printed Purple Tshirts
19457,Men,apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Quiksilver Men Black T-shirt
27358,Men,apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Tantra Men Feel No Pain White T-shirt
40098,Men,apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,ADIDAS Men Navy Blue T-shirt
59989,Women,apparel,Dress,Dresses,Black,Fall,2012.0,Party,Avirate Women Black Dress
21893,Women,apparel,Topwear,Kurtas,Red,Fall,2011.0,Ethnic,BIBA Women Printed Red Kurta
41976,Girls,apparel,Bottomwear,Capris,White,Summer,2012.0,Casual,Gini and Jony Girls White Pedal Pusher
14946,Men,apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Status Quo Men Stripes Red Tshirts
33758,Women,apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Vero Moda Women Polly Pink Top
41378,Women,apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Wrangler Women Maria Black Top
11408,Men,apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Casual,United Colors of Benetton Men Light Winter Black Sweatshirts
49929,Women,apparel,Saree,Sarees,Pink,Fall,2012.0,Ethnic,Fabindia Pink Sari Maheshwari Zari Saree
50038,Women,apparel,Innerwear,Bra,Black,Winter,2015.0,Casual,Hanes Women Black Concealing Petals Wirefree Moulded Bra
28122,Men,apparel,Innerwear,Briefs,Olive,Summer,2016.0,Casual,Jockey MC Men Pack Of 2 Briefs 8003
27956,Men,apparel,Innerwear,Briefs,White,Fall,2018.0,Casual,Jockey Sport Performance  Men White Sport Performance Stretch Briefs SP 02
19665,Men,apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,United Colors of Benetton Men Printed Green TShirt
2708,Girls,apparel,Dress,Dresses,White,Summer,2011.0,Casual,Disney Kids Girl's White Dress Pooh Kidswear
47249,Men,apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,FCUK Underwear Men Black Brief
17539,Men,apparel,Topwear,Shirts,Orange,Fall,2011.0,Formal,Mark Taylor Men Orange & White Striped Shirt
6952,Men,apparel,Topwear,Tshirts,Brown,Summer,2011.0,Casual,s.Oliver Men's Valentine Brown T-shirt
18571,Men,apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,Puma Men Solid Grey Sweater
24529,Men,apparel,Topwear,Shirts,Beige,Fall,2011.0,Casual,Mother Earth Men Beige Shirt
20189,Men,apparel,Topwear,Shirts,Olive,Fall,2011.0,Casual,Wrangler Men Wanderers Printed Olive Shirt
41982,Boys,apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Gini and Jony Boys Aviator White T-shirt
38344,Boys,apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Superman Boys Red Printed T-shirt
1945,Men,apparel,Topwear,Tshirts,Green,Fall,2010.0,Sports,Puma Mens Reggae All Night Green T-shirt
59373,Women,apparel,Topwear,Kurtas,Beige,Summer,2012.0,Ethnic,Vishudh Women Beige Printed Kurta
26870,Women,apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Jealous 21 Women Printed Black T-shirt
30915,Women,apparel,Topwear,Kurtis,Orange,Summer,2012.0,Ethnic,Fabindia Women Orange Kurti
34589,Women,apparel,Topwear,Tops,Magenta,Summer,2012.0,Casual,Tonga Women Printed Magenta Top
46995,Women,apparel,Topwear,Kurtas,Pink,Fall,2012.0,Ethnic,Shree Women Pink & Blue Kurta
12279,Men,apparel,Topwear,Shirts,Pink,Fall,2011.0,Formal,Genesis Men Stripes Pink Shirts
29838,Men,apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Basics Men Blue Checked Slim Fit Shirt
42509,Women,apparel,Topwear,Kurtas,Beige,Summer,2012.0,Ethnic,Mother Earth Women Beige Kurta
18743,Women,apparel,Topwear,Tops,Orange,Fall,2011.0,Casual,Arrow Woman Cameron Orange Top
11098,Women,apparel,Bottomwear,Leggings,Purple,Fall,2011.0,Ethnic,Scullers Women Solid Purple Leggings
5981,Men,apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,Locomotive Men Black White Stripe Shirt
59717,Women,apparel,Innerwear,Bra,Black,Summer,2014.0,Casual,Avirate Black Bra
37768,Men,apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,John Players Men Gingham Green Shirt
9770,Men,apparel,Bottomwear,Tracksuits,Black,Fall,2011.0,Casual,ADIDAS Men Ess 3s Suit Black Tracksuits
23966,Men,apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Peter England Men Purple Printed T-shirt
48457,Men,apparel,Bottomwear,Shorts,Multi,Summer,2012.0,Casual,French Connection Men Multi Coloured Cargo Shorts
18327,Men,apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Wills Lifestyle Men Check Black Shirt
18929,Men,apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Levi's Men Graphic Print Red Tshirt
2996,Men,apparel,Topwear,Tshirts,Red,Fall,2010.0,Casual,DUSG Men's Freedom Organic Cotton Red T-shirt
28780,Women,apparel,Innerwear,Briefs,White,Summer,2015.0,Casual,Enamor Women Pack of 2 Printed Briefs
29652,Men,apparel,Topwear,Shirts,Purple,Summer,2012.0,Formal,Indigo Nation Men Striped Purple Shirt
3844,Men,apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Wrangler Men's Wild Horse Golden Yellow T-shirt
9542,Men,apparel,Topwear,Tshirts,Red,Summer,2011.0,Sports,Nike Men Manu Auth Graphic Red T-Shirts
8490,Women,apparel,Topwear,Tops,White,Fall,2011.0,Casual,Forever New Women White Lace  Top
3078,Men,apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Probase Men's Player Green T-shirt
45946,Women,apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Tokyo Talkies Women White & Pink T-shirt
40408,Women,apparel,Topwear,Tops,Brown,Summer,2012.0,Casual,Tonga Women Brown & Beige Top
53823,Women,apparel,Topwear,Tunics,White,Fall,2012.0,Casual,Ayaanay Women White Printed Tunic
44894,Men,apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Puma Men Red T-shirts
10378,Men,apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,United Colors of Benetton Men Printed Black Tshirts
16612,Men,apparel,Bottomwear,Trousers,Navy Blue,Fall,2011.0,Formal,Genesis Men Stripes Navy Blue Trouser
49916,Women,apparel,Saree,Sarees,Blue,Fall,2012.0,Ethnic,Fabindia Blue Printed Ajrakh Dhonekhali Saree
50007,Women,apparel,Innerwear,Bra,Skin,Winter,2015.0,Sports,Hanes Women Beige Cotton Stretch Light Padded Bra
27969,Men,apparel,Innerwear,Innerwear Vests,Black,Summer,2016.0,Casual,Jockey SP-OW Men Black Active Innerwear Vest SP12
26087,Men,apparel,Topwear,Shirts,Purple,Summer,2012.0,Formal,John Miller Men Check Purple Shirt
43410,Men,apparel,Topwear,Shirts,Purple,Summer,2012.0,Formal,Scullers Men Purple Shirt
2737,Girls,apparel,Topwear,Tops,Red,Summer,2011.0,Casual,Disney Kids Girl's Red Kidswear
27155,Men,apparel,Topwear,Shirts,White,Summer,2012.0,Formal,Mark Taylor Men Striped White Shirt
18788,Women,apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Arrow Woman Celesta Blue Shirt
41347,Men,apparel,Bottomwear,Jeans,,Fall,2016.0,Casual,Wrangler Men Black Texas Jeans
25602,Women,apparel,Apparel Set,Kurta Sets,Green,Fall,2011.0,Ethnic,Vishudh Women Green & Purple Churidar Kurta with Dupatta
11437,Women,apparel,Topwear,Tops,Purple,Fall,2011.0,Casual,United Colors of Benetton Women Light Winter Purple Tops
44635,Men,apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Nike Men Grey Printed T-shirt
20370,Men,apparel,Topwear,Shirts,White,Summer,2011.0,Casual,United Colors of Benetton Men Self Stripes White Shirt
15097,Women,apparel,Topwear,Kurtas,Pink,Fall,2011.0,Ethnic,Mother Earth Women Printed Pink Kurtas
36215,Girls,apparel,Bottomwear,Shorts,Purple,Summer,2012.0,Casual,Gini and Jony Girls Core Purple Shorts
33555,Women,apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Wrangler Women Summer of Love Blue T-shirt
11605,Women,apparel,Topwear,Kurtis,Blue,Summer,2011.0,Ethnic,W Women Solid Denim Blue Kurtis
32487,Men,apparel,Bottomwear,Shorts,Grey Melange,Summer,2012.0,Sports,Proline Grey Melange Shorts
38981,Men,apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Arrow Men Blue Striped Shirt
20142,Men,apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Wrangler Men Authentic Rope Navy Blue Shirt
5720,Men,apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Basics Men Red Varsity T-shirt
39853,Boys,apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Gini and Jony Boys Printed White T-Shirt
8803,Men,apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Scullers Men's Scul Purple Shirt
16420,Men,apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Levi's Men Stripes White Tshirts
22615,Men,apparel,Topwear,Tshirts,Grey,Summer,2011.0,Sports,Nike Men Grey T-shirt
47282,Men,apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,Myntra Men Pack of 3 T-shirts
12080,Women,apparel,Topwear,Kurtas,Yellow,Fall,2011.0,Ethnic,W Women Printed Yellow Kurtas
13152,Men,apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Puma Men Scribble White Tshirts
54695,Women,apparel,Topwear,Kurtas,Pink,Fall,2012.0,Ethnic,Shree Women Pink Printed Kurta
6999,Women,apparel,Topwear,Tshirts,Magenta,Summer,2011.0,Casual,s.Oliver Women Meganta Printed T-Shirt
43622,Women,apparel,Topwear,Tops,Grey,Summer,2012.0,Casual,Vero Moda Women Grey Top
11261,Women,apparel,Dress,Dresses,Red,Summer,2011.0,Casual,Palm Tree Kids Girls Red Saloppette Set
4296,Men,apparel,Topwear,Tshirts,Brown,Summer,2011.0,Casual,Tantra Men's Hum Hindustani Choco Brown T-shirt
52106,Women,apparel,Topwear,Kurtas,Grey,Summer,2012.0,Ethnic,Myntra Women Grey Printed Kurta
14713,Men,apparel,Bottomwear,Trousers,Brown,Fall,2011.0,Formal,Genesis Men Solid Brown Trousers
34314,Men,apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,Myntra Men Orange Urban T-shirt
50651,Men,apparel,Loungewear and Nightwear,Lounge Shorts,Black,Winter,2016.0,Casual,Chromozome Men Black Lounge Shorts
17196,Men,apparel,Topwear,Sweaters,Navy Blue,Winter,2016.0,Casual,U.S. Polo Assn. Men Stripes Navy Blue Sweater
16044,Men,apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Highlander Men Check Red Shirt
29699,Men,apparel,Topwear,Shirts,Purple,Summer,2012.0,Formal,John Miller Men Check Purple Shirt
19830,Men,apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Check Navy Blue Shirt
7413,Women,apparel,Topwear,Kurtas,Pink,Summer,2011.0,Ethnic,W Women Short Sleeve Pink Kurta
43246,Men,apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Denizen Men Blue Jeans
9589,Men,apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Indigo Nation Men cotton White Shirts
2161,Men,apparel,Topwear,Tshirts,Blue,Spring,2011.0,Casual,Basics Men Turquoise T-shirt
42394,Women,apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Flying Machine Women Purple T-shirt
23191,Men,apparel,Topwear,Shirts,Grey,Summer,2011.0,Casual,Highlander Men Grey Check Shirt
50463,Men,apparel,Innerwear,Briefs,Navy Blue,Summer,2016.0,Casual,Chromozome Men Navy Blue Brief
16276,Men,apparel,Topwear,Sweatshirts,Navy Blue,Fall,2011.0,Casual,Batman Men Batman Navy Blue Sweatshirts
22043,Women,apparel,Topwear,Kurtas,Brown,Fall,2011.0,Ethnic,Vishudh Women Printed Brown Kurta
43074,Women,apparel,Bottomwear,Capris,Black,Summer,2012.0,Sports,Nike Womens Black Capris
30586,Men,apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Nike Men Club Pique Polo White T-shirt
3281,Men,apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Guerrilla Men's Ace Of Spades White T-shirt
31454,Women,apparel,Bottomwear,Skirts,Black,Summer,2012.0,Sports,Nike Women Tennis Black Skirt
11053,Men,apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Scullers Men Check Blue Shirts
4898,Women,apparel,Topwear,Tops,Green,Summer,2011.0,Casual,Levis Kids Girl's Desiree Green Teens Kidswear
33303,Boys,apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Gini and Jony Boys Pack of 2 T-shirts
5176,Men,apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Marvel Men's Spiderman Zoom In Action Black T-shirt
14521,Men,apparel,Topwear,Shirts,Red,Fall,2011.0,Formal,Mark Taylor Men White Red & Blue Stripe Shirt
45979,Women,apparel,Topwear,Tops,Peach,Summer,2012.0,Casual,Tokyo Talkies Women Peach Printed Top
11295,Men,apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Wrangler Men Blue Texas Jeans
40437,Women,apparel,Topwear,Kurtas,Brown,Summer,2012.0,Ethnic,La-Emotio Women Brown Kurta
10347,Men,apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,United Colors of Benetton Men Printed Purple Tshirts
24172,Women,apparel,Topwear,Kurtis,Red,Fall,2011.0,Ethnic,Aurelia Women Reddish Pink Printed Kurti
4262,Men,apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Inkfruit Men's Joker White UV T-shirt
21400,Men,apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Locomotive Men Printed Black T-shirt
15635,Men,apparel,Topwear,Tshirts,Red,Fall,2011.0,Sports,Nike Men AS Arsenal Core Red Tshirts
53020,Women,apparel,Saree,Sarees,Rust,Fall,2012.0,Ethnic,FNF Rust Sari
37565,Girls,apparel,Innerwear,Innerwear Vests,Green,Summer,2012.0,Casual,Madagascar Girls Green Innerwear Vest
18916,Men,apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Levis Men Denim Grey Shirt
17162,Men,apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Checks  Blue Shirt
51777,Women,apparel,Innerwear,Bra,Blue,Summer,2016.0,Casual,Bwitch Blue Bra
30740,Men,apparel,Topwear,Nehru Jackets,Brown,Summer,2012.0,Ethnic,Fabindia Men Brown Silk Sleeveless Jacket
2195,Women,apparel,Bottomwear,Capris,Black,Fall,2010.0,Sports,ADIDAS Women Black Capris
3047,Men,apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Tantra Men's Dirty Man Blue T-shirt
23165,Men,apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Mark Taylor Men Black Printed T-shirt
50497,Men,apparel,Innerwear,Innerwear Vests,Black,Summer,2016.0,Casual,Chromozome Men Black Fashion Vest
6707,Men,apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,UCB Men's Striper Basic Navy Pink T-shirt
16282,Men,apparel,Topwear,Sweatshirts,White,Fall,2011.0,Casual,Superman Men White Sweatshirt
43080,Women,apparel,Topwear,Tops,Green,Summer,2012.0,Sports,Nike Womens Moss Green Top
23959,Men,apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Provogue Men Blue Shirt
48468,Women,apparel,Dress,Dresses,Mauve,Summer,2012.0,Casual,French Connection Mauve Dress
18318,Men,apparel,Topwear,Shirts,Purple,Summer,2011.0,Casual,Wills Lifestyle Men Check Purple Shirt
12622,Men,apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Probase Men Printed Blue Tshirts
3275,Men,apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Guerrilla Men's Luchador White T-shirt
42152,Men,apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Mr. Men Green T-shirt
32225,Women,apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,Fabindia Women Red Striped Kurta
24340,Men,apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,ADIDAS Men Black T-shirt
40605,Women,apparel,Topwear,Kurtas,Teal,Summer,2012.0,Ethnic,Span Women Teal Kurta
59728,Women,apparel,Innerwear,Bra,Pink,Summer,2014.0,Casual,Avirate Pink Bra
4050,Men,apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Myntra Men's Good Things Come Late Black T-shirt
5182,Men,apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Billy Idol Men In The Shadow Black T-shirt
37757,Men,apparel,Topwear,Shirts,White,Summer,2013.0,Casual,John Players Men White & Blue Striped Shirt
47044,Women,apparel,Bottomwear,Salwar,Multi,Fall,2012.0,Ethnic,Shree Women Multi Coloured Jodhpuri Salwar
12246,Men,apparel,Topwear,Shirts,Black,Winter,2011.0,Formal,Genesis Black Striped Formal Shirt
26073,Men,apparel,Topwear,Shirts,Grey,Summer,2012.0,Formal,John Miller Men Striped Grey Shirt
42536,Women,apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,Mother Earth Women Multi Coloured Kurta
13394,Men,apparel,Topwear,Shirts,White,Summer,2011.0,Casual,United Colors of Benetton Men Check White Shirts
10511,Women,apparel,Topwear,Tops,Black,Fall,2011.0,Casual,Flying Machine Women RN Black Tshirts
24724,Men,apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Tantra Men Blue T-shirt
40261,Men,apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,Scullers Men Check Purple & Green Shirt
32641,Women,apparel,Topwear,Tshirts,Orange,Summer,2012.0,Sports,Nike Women Orange Striped Polo T-shirt
56304,Women,apparel,Innerwear,Briefs,Orange,Winter,2015.0,Casual,Biara Women Orange Briefs
20384,Men,apparel,Topwear,Tshirts,Blue,Fall,2011.0,Sports,Urban Yoga Men Printed Blue Tshirt
38149,Women,apparel,Topwear,Tshirts,Green,Summer,2015.0,Casual,Wildcraft Women Printed Green T-shirt
10723,Men,apparel,Topwear,Tshirts,White,Summer,2012.0,Sports,Nike Men Trainng Men's tshirt White Tshirts
24516,Women,apparel,Topwear,Kurtas,Black,Fall,2011.0,Ethnic,Mother Earth Women Black Printed Kurta
21858,Boys,apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Chhota Bheem Kids Boys I Like to Paint Navy Blue T-shirt
12848,Women,apparel,Bottomwear,Skirts,Blue,Fall,2011.0,Casual,Ant Kids Check Blue Skirts
47276,Men,apparel,Innerwear,Boxers,Black,Summer,2016.0,Casual,FCUK Underwear Black & White Boxers
17506,Men,apparel,Topwear,Tshirts,Grey Melange,Fall,2011.0,Casual,Classic Polo Men Stripes Blue Polo T-Shirt
3423,Women,apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Myntra Women's I Only Give Negative Feedback Black T-shirt
12074,Women,apparel,Topwear,Kurtas,White,Fall,2011.0,Ethnic,W Women Printed White Kurtas
30324,Men,apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,Myntra Men Killer Move Off White T-shirt
3483,Women,apparel,Bottomwear,Capris,Black,Fall,2012.0,Casual,ADIDAS Women Black Capri
43676,Women,apparel,Dress,Dresses,Green,Summer,2012.0,Casual,French Connection Women Mint Green Dress
13106,Men,apparel,Topwear,Sweatshirts,Blue,Fall,2011.0,Casual,ADIDAS Men Sf Striped Hood Blue Sweatshirts
